id,name,host_id,location_id,number_of_reviews,occupancy,price,room_type,host_listings_count
27374,Chic Midtown Apt w/ Empire State Building Views,121943616,27373,0,365,375,Entire home/apt,1
27375,Private Room Loft w/Outdoor Patio in Williamsburg,40991179,27374,1,363,125,Private room,2
27376,Quaint & Quiet UWS,65824474,27375,2,365,118,Entire home/apt,1
27377,Broadway Studio,7138636,27376,15,365,116,Entire home/apt,1
27378,In Historic Harlem near the Hudson River!,45835291,27377,124,270,55,Private room,6
27379,佳源家庭旅馆,157067019,27378,34,287,55,Private room,3
27380,佳源家庭旅馆套房,157067019,27379,5,280,85,Private room,3
27381,ASTORIA Beautiful Room in Fully Renovated Apt,157087092,27380,0,365,47,Private room,1
27382,Room on st marks place (women only),2326551,27381,10,268,80,Private room,2
27383,2 Bedroom Private Space Near Subway,130797315,27382,30,321,40,Entire home/apt,1
27384,Gorgeous 1 bedroom with deck in Williamsburg,16674870,27383,0,365,102,Entire home/apt,1
27385,Spacious 1 bedroom Apartment w/ 2 beds,138154835,27384,50,217,75,Entire home/apt,1
27386,Cozy Private Room with Terrace in Williamsburg,46363732,27385,5,365,69,Private room,1
27387,AMAZING ROOM IN MANHATTAN,4854680,27386,0,365,59,Private room,1
27388,Marriott Vacation Club Pulse King hotel,109904033,27387,0,54,489,Private room,1
27389,Cute and Comfortable Bedroom in Gowanus,4726371,27388,59,336,70,Private room,2
27390,East Village - little hideaway in epic apartment!,20417436,27389,0,365,90,Private room,1
27391,Only 25 min to Times Square,6690551,27390,67,363,35,Private room,1
27392,Spacious Master Bedroom Exposed Brick in Harlem,22296461,27391,8,365,50,Private room,1
27393,"Spacious, sun soaked 1-br in Prospect Heights!",15616046,27392,1,365,100,Entire home/apt,1
27394,Lenox Suit Hotel Themed Studio,81908583,27393,89,318,80,Entire home/apt,1
27395,Brooklyn apartment w/ exposed brick,2685965,27394,0,365,120,Private room,1
27396,The Cozy Bushwick Modern (Room B),142625186,27395,44,365,75,Private room,2
27397,It's Always Sunny in Bed-Stuy!,19536596,27396,106,122,48,Private room,5
27398,"Cozy private room Astoria 10min to LGA, Manhattan",153836844,27397,134,22,40,Private room,1
27399,*Beautiful 2BR*Flatiron*Best Location*Near Subway*,26529889,27398,63,127,379,Entire home/apt,1
27400,Room in house with WIFI and Netflix,119848398,27399,10,82,50,Private room,2
27401,Spacious 1BD on west 48th street and 5th Ave,6840321,27400,0,25,210,Entire home/apt,1
27402,Private bedroom W/ ENSUITE bathroom,48418910,27401,0,365,120,Private room,2
27403,Cozy Light-Filled Prospect Heights Apartment,39255079,27402,55,302,62,Private room,1
27404,Spacious Bedroom + Office in Bed-Stuy Brownstone,34773529,27403,0,365,45,Private room,1
27405,"Private Room in 19th Century Townhome, Mott Haven",67396790,27404,9,365,54,Private room,1
27406,HOME SWEET HOME,157218948,27405,1,282,75,Private room,1
27407,Spacious 1.5 Bed Duplex With Private Backyard,118130596,27406,18,321,66,Entire home/apt,1
27408,Bedroom in charming apartment in Bushwick,129627879,27407,1,365,44,Private room,1
27409,Bushwick Private entrance Duplex apt skyline view,2023993,27408,35,313,65,Private room,1
27410,Beautiful & large room in Clinton Hill /Ft Greene,28478382,27409,12,176,70,Private room,1
27411,Large Alcove Studio in Prime Noho Building,869758,27410,0,365,249,Entire home/apt,1
27412,Modern 3BR/2Bath Home 10 mins From JFK,157275347,27411,141,201,128,Entire home/apt,1
27413,Cute one-bedroom apartment with exposed brick,9450412,27412,8,365,128,Entire home/apt,1
27414,A large private pink room in Brooklyn,5120169,27413,2,365,50,Private room,2
27415,1 Bedroom apartment,157284647,27414,92,365,150,Entire home/apt,1
27416,Bedroom (double bed) in a 5BR Apartment,129201757,27415,1,365,75,Private room,1
27417,Private Room In Bushwick Late December - January,4669488,27416,1,365,60,Private room,2
27418,Private room in lively East Village rooftop duplex,35703699,27417,1,365,80,Private room,1
27419,Cozy in NYC. 10 mins to LGA /15 to Manhattan,157295347,27418,22,33,40,Private room,3
27420,2 BR/1 Ba Apartment Hamilton Heights,157296660,27419,18,365,60,Private room,1
27421,"Spacious, 1 bedroom apartment, beautiful views",6022622,27420,2,365,125,Entire home/apt,1
27422,Cozy Gramercy Park 1 bedroom,444603,27421,2,365,75,Private room,1
27423,Small Guestroom 30 mins to Downtown Manhattan,90658585,27422,13,189,30,Private room,3
27424,Quiet Upper West Side Brownstone Oasis,89013063,27423,12,353,199,Entire home/apt,1
27425,Cosy warm room in Bay ridge apartment,70915198,27424,3,186,100,Private room,1
27426,Downtown Loft with Private Roof Deck,2670192,27425,1,276,385,Entire home/apt,1
27427,"Hip, Cozy Room in Inwood",38098992,27426,3,365,47,Private room,2
27428,Your Private Sunny Studio Apt in Crown Heights,24035151,27427,3,365,70,Entire home/apt,1
27429,Bed-Stuy Apt for Groups,119669058,27428,22,56,265,Entire home/apt,34
27430,Bright & Inspiring Experience,122374980,27429,73,277,60,Shared room,4
27431,Amazing male room next to the river for longtermII,39528519,27430,0,57,33,Shared room,28
27432,Unbelievable male room Manhattan for lngterm! III,39528519,27431,0,24,29,Shared room,28
27433,Cozy & Inspiring Experience,122374980,27432,67,284,60,Shared room,4
27434,Cozy Manhattan male room for a long term IV,39528519,27433,2,164,33,Shared room,28
27435,"Sunny, Spacious Pad In Unbeatable Wburg Location",259240,27434,2,365,219,Entire home/apt,1
27436,Studio Suite in Shared Space,5132258,27435,33,300,80,Private room,2
27437,Sun-filled Boho Apartment in the Heart of Astoria,56184689,27436,3,365,150,Entire home/apt,2
27438,Charming Bedroom in Downtown Manhattan,12838834,27437,5,365,80,Private room,2
27439,Beautiful and confortable room,109146538,27438,46,335,60,Private room,1
27440,Brooklyn Vibe,93392260,27439,0,1,55,Private room,2
27441,Heart of Bedstuy,35083858,27440,0,365,100,Entire home/apt,1
27442,Bright 1BR Apartment in the Heart of Williamsburg,6336630,27441,3,365,125,Entire home/apt,1
27443,Home away from home in Bushwick!,11975404,27442,1,365,72,Private room,2
27444,Brooklyn NYC,157401742,27443,30,271,64,Private room,1
27445,3BR Townhouse w BBQ - near Subway & Prospect Park,2107234,27444,17,364,149,Entire home/apt,1
27446,"Large, beautiful and elegant, clean studio舒适洁净的保证",104401765,27445,42,360,99,Entire home/apt,1
27447,NYC Garden Escape (2 min to subway),155938307,27446,55,232,225,Entire home/apt,1
27448,The Pop! Art Penthouse: safe/quiet/family-friendly,155403600,27447,76,218,265,Entire home/apt,1
27449,Times Square 2BD 1st Floor,70412965,27448,9,225,200,Entire home/apt,1
27450,"Big & quiet studio home, UWS, 2 min. from subway",7247765,27449,1,365,80,Entire home/apt,1
27451,Charming Harlem studio,1679545,27450,5,357,111,Entire home/apt,1
27452,Cozy studio at heart of Williamsburg,21099366,27451,5,365,150,Entire home/apt,1
27453,Private Cozy Room in Uptown Manhattan,12062317,27452,108,352,55,Private room,1
27454,Charming private room 10 min from Manhattan,49735439,27453,2,365,85,Private room,2
27455,Lower East Side Entire Floor Big Bright & Spacious,32203986,27454,8,274,400,Entire home/apt,1
27456,Sunny Park View Bedroom in Bushwick,157406894,27455,7,357,60,Private room,1
27457,Newly Renovated One Bedroom Apartment,93487618,27456,50,78,90,Entire home/apt,2
27458,Private Sunny Bedroom Close to Prospect Park,148018227,27457,0,365,70,Private room,1
27459,Spacious 1BR w/ backyard in central Williamsburg,32528909,27458,14,365,220,Entire home/apt,1
27460,"Entire 2 Bdrm Duplex Bushwick Brooklyn, Sleeps 6",157430725,27459,94,125,120,Entire home/apt,3
27461,Private & Quiet One Bedroom On The Upper East Side,14538085,27460,7,365,64,Private room,1
27462,Large bright room off Dekalb L with big garden,13077909,27461,1,365,40,Private room,1
27463,Hazel’s Place,157446306,27462,37,298,70,Private room,1
27464,Spacious Private bedroom & private bathroom,130201799,27463,31,296,169,Private room,1
27465,Spacious bedroom away from home,157481445,27464,78,135,75,Private room,1
27466,Lovely two bedroom apartment in Manhattan NYC,151454628,27465,85,240,139,Entire home/apt,1
27467,Luxe NYC apt w/ balcony + stunning skyline views,8716709,27466,0,365,300,Entire home/apt,1
27468,Lofted Bed in Queer Co-Living Space for Men,34614054,27467,32,19,38,Shared room,5
27469,Cozy Serenity Room in Gowanus (Park Slope),82874717,27468,0,365,40,Private room,1
27470,*TRANQUILITY Private Room. let the birds sing !*,48183551,27469,38,77,58,Private room,5
27471,Cozy Williamsburg/Bushwick Haven,4201991,27470,36,365,43,Private room,1
27472,Bright and cosy apartment with private room,3357991,27471,7,365,60,Private room,1
27473,Cozy Room in the heart of Bushwick,26738513,27472,25,275,32,Private room,3
27474,Clean Modern Furnished Room,155789674,27473,3,310,55,Private room,1
27475,Private room in a luxury building,34161028,27474,2,269,100,Private room,3
27476,Big studio apt in the heart of Williamsburg,6619124,27475,5,365,99,Entire home/apt,1
27477,Mother of the Believers,157525611,27476,3,365,50,Private room,1
27478,PRIVATE ROOM with OWN BATHROOM in Astoria Apt,68267774,27477,1,275,47,Private room,1
27479,TRANQUILITY,157540393,27478,0,275,67,Private room,1
27480,"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM #4)",156948703,27479,208,13,55,Private room,6
27481,Modern 2 bedroom apartment in Brooklyn,31755712,27480,0,193,125,Entire home/apt,1
27482,Cozy Apartment in Upper East Side,20067071,27481,1,356,190,Entire home/apt,1
27483,Cozy room in Williamsburg!,6995644,27482,3,365,50,Private room,1
27484,Light room with view of Manhattan skyline,157558461,27483,5,300,80,Private room,3
27485,Spacious Cozy Apt with Private Back Yard and a Cat,2347173,27484,17,365,150,Entire home/apt,1
27486,Brownstone Diamond in Clinton Hill,157563838,27485,0,365,99,Entire home/apt,1
27487,Spacious 3-Bedroom Bushwick Duplex,77904836,27486,1,365,500,Entire home/apt,1
27488,Sanctuary on the Upper West Side of Manhattan,4431637,27487,4,188,225,Entire home/apt,1
27489,Crown Heights Apartment,138546022,27488,1,365,41,Private room,2
27490,Spacious Manhattan Apt minutes from Time Square,115589496,27489,26,365,140,Entire home/apt,1
27491,"Bright, modern apartment",48492315,27490,3,365,85,Entire home/apt,1
27492,Private room two blocks from Times Square.,38530455,27491,135,297,105,Private room,1
27493,POLISHED BROOKLYN GETAWAY,119313407,27492,2,365,115,Entire home/apt,1
27494,Crown heights hangout,157599851,27493,0,365,31,Private room,1
27495,Sunny Spacious Modern Designer Apartment,55021,27494,3,307,120,Entire home/apt,1
27496,"Room available on the Upper East Side, Manhattan",18844442,27495,16,365,100,Private room,1
27497,Spacious studio in luxury Manhattan condo,862657,27496,11,343,250,Entire home/apt,1
27498,Great shared apartm in the heart of Bushwick,146345538,27497,5,84,28,Shared room,5
27499,"Spacious queen bedroom, private bath in Brooklyn",26379887,27498,4,365,150,Private room,1
27500,NEWLY RENOVATED HOME IN BUSHWICK / Best offer,146345538,27499,5,0,30,Shared room,5
27501,Great shared house / Bushwick!,10994664,27500,2,40,30,Shared room,8
27502,纽约森林小丘简约文艺客舍,22675680,27501,68,240,60,Shared room,1
27503,beautiful studio one step away from Central Park,157653177,27502,12,362,75,Entire home/apt,1
27504,"1 Private Bedroom, private bathroom, Brooklyn",2079633,27503,0,365,150,Entire home/apt,1
27505,Spacious Williamsburg Apartment,476260,27504,1,365,50,Private room,1
27506,Gorgeous room in Bed-Stuy/Bushwick,5342802,27505,6,360,50,Private room,2
27507,Brownstone 1BR Apt in the heart of Park Slope,9678658,27506,7,365,160,Entire home/apt,1
27508,Upper East Side Brownstone Beautiful Large 1B!,128009952,27507,1,365,125,Entire home/apt,1
27509,"West 33rd street, Lux 1bd Serviced Apartment**",22541573,27508,0,1,239,Entire home/apt,87
27510,Charming 2bedroom Apartment in the Lower East Side,152639417,27509,32,177,250,Entire home/apt,1
27511,"Bright, Clean & Cozy 1 BR close to all services..",124409689,27510,38,56,110,Entire home/apt,1
27512,Room with charming private rooftop in Williamsburg,89337192,27511,43,306,95,Private room,1
27513,SOHO LOFT: 2000sq ft renovated & centrally located,11242618,27512,0,1,1000,Entire home/apt,1
27514,Charming Cobble Hill Brownstone with Backyard.,156668591,27513,11,351,160,Entire home/apt,1
27515,Queen room with balcony,75248463,27514,2,320,118,Private room,4
27516,Industrial Bedroom - Bushwick Luxury Building,157701235,27515,93,348,70,Private room,3
27517,Little Gem in Brooklyn,157701601,27516,2,365,125,Entire home/apt,1
27518,LARGE LIGHT FILLED ROOM IN THE HEART OF BAYRIDGE,157705263,27517,0,365,55,Private room,1
27519,Comfy Cobble Hill home for your NYC/Brooklyn stay.,107417162,27518,6,259,130,Entire home/apt,1
27520,FURNISHED BEDROOM IN FIDI LOFT APARTMENT,9020694,27519,1,26,80,Private room,1
27521,2 BED Manhattan Condo with Balcony & Laundry,157075387,27520,19,365,248,Entire home/apt,1
27522,Plant Filled Artist Duplex in Trendy Bushwick,11056171,27521,6,359,48,Private room,1
27523,Beautiful 1BR in Brooklyn Heights,78251,27522,0,300,150,Entire home/apt,2
27524,Spacious Williamsburg 1BR with designer ammenities,8471197,27523,28,365,175,Entire home/apt,1
27525,A room with a view,28369674,27524,33,238,67,Private room,2
27526,SPACIOUS PRIVATE ROOM IN TRENDY BAY RIDGE BROOKLYN,156672333,27525,1,2,80,Private room,1
27527,Private room,22420999,27526,0,2,45,Private room,5
27528,Comfortable & Bright Studio in the East Village,3281798,27527,8,355,180,Entire home/apt,1
27529,"1 Cozy, Sun-filled Private Room",5140888,27528,0,365,31,Private room,1
27530,A Bright Brooklyn Apartment With A Private Balcony,4434595,27529,12,365,98,Entire home/apt,1
27531,"Dean Street, BROOKLYN!!",151777787,27530,6,365,40,Private room,2
27532,Gigantic one bedroom in East Williamsburg Brooklyn,22507452,27531,0,365,100,Entire home/apt,1
27533,Beautiful cozy studio in the heart of Manhattan,26135855,27532,46,365,200,Entire home/apt,1
27534,Spacious Studio Apartment in Downtown Manhattan,152959594,27533,1,365,125,Entire home/apt,1
27535,Incredible modern studio with all the amenities,55308025,27534,7,365,90,Entire home/apt,1
27536,Cozy modern large 1BR apartment in Sunnyside,758152,27535,0,365,82,Entire home/apt,1
27537,Garden apartment with private backyard!,876116,27536,5,365,100,Entire home/apt,1
27538,Luxury Chelsea penthouse w private terrace & view!,5761098,27537,2,364,485,Entire home/apt,1
27539,Comfy Crash Pad - 25 mins to Manhattan,28290772,27538,42,25,43,Private room,2
27540,The Kipsey - A One Bedroom Apartment,157183215,27539,1,362,175,Entire home/apt,1
27541,Spacious studio in Harlem New York,85945543,27540,0,365,200,Entire home/apt,1
27542,East Harlem Haven,1743381,27541,3,345,108,Entire home/apt,1
27543,Cozy wine-in apartment,12327841,27542,4,365,80,Entire home/apt,1
27544,Trendy Williamsburg House with Private Studio,39472888,27543,41,240,100,Private room,1
27545,Harlem Gem,42141935,27544,2,365,89,Entire home/apt,1
27546,"Clean, Comfortable Home away from home",122942281,27545,28,346,95,Entire home/apt,1
27547,Entire 1-Bedroom Greenpoint Apartment,4696622,27546,0,365,95,Entire home/apt,1
27548,XL Private Room In Brooklyn,4934112,27547,49,284,46,Private room,1
27549,Cool & Cosy apt in best part of Williamsburg!,15105524,27548,2,350,200,Entire home/apt,1
27550,Ultra Luxury & Hip 2 Bed in Williamsburg,157825168,27549,0,365,148,Private room,1
27551,Room in Amazingly well-LIT Luxury Loft,78942575,27550,4,365,120,Private room,2
27552,Large Furnished Bedroom in Prime Chelsea,102685703,27551,0,365,120,Private room,1
27553,Spacious Escape in the Heart of Greenwich Village,647100,27552,11,365,130,Private room,1
27554,Beautiful Spacious 1BR near Central Park,157846554,27553,8,365,225,Entire home/apt,1
27555,Beautiful apartment in great Harlem neighborhood,81928702,27554,23,199,125,Entire home/apt,1
27556,Prime UWS location bedroom available!,2179407,27555,0,365,80,Private room,1
27557,"Cozy Master Suite, Sunny & Charming Loft w/ a View",3043800,27556,0,365,90,Private room,1
27558,Greenpoint Gem With Lovely Patio and Backyard!,144017474,27557,5,365,55,Entire home/apt,2
27559,Charming duplex in east village with a balcony,12080664,27558,0,365,500,Entire home/apt,1
27560,Huge Loft Apartment in Bed-Stuy Brooklyn!!!,9655028,27559,1,365,175,Entire home/apt,1
27561,Huge Room Near Subway in Creative Williamsburg,74517682,27560,1,365,75,Private room,1
27562,Room located in the heart of Williamsburg,3282906,27561,5,348,80,Private room,1
27563,Super Cute Family Friendly Cozy Loft Suite For 2-4,857599,27562,1,272,320,Entire home/apt,1
27564,Spacious Brooklyn Townhouse with Garden,21248,27563,1,365,300,Entire home/apt,1
27565,South Brooklyn Artist / Student Studio Retreat,66386802,27564,21,335,78,Private room,1
27566,"Large, cozy Studio in Morningside Heights",14991456,27565,11,365,100,Entire home/apt,1
27567,Fabulous 3-bedroom apartment in trendy Brooklyn.,18037444,27566,1,365,213,Entire home/apt,1
27568,Unique East Village Duplex in NYC,81460578,27567,5,365,141,Private room,1
27569,Cozy 1 bedroom walkup in the heart of Astoria,24916010,27568,1,365,100,Entire home/apt,1
27570,Charming 1875 Victorian,801975,27569,38,8,175,Entire home/apt,2
27571,1 BR near Union Square,14603774,27570,1,365,225,Entire home/apt,1
27572,"Spacious, Bright & Cozy 1-bedroom in Greenpoint",8652278,27571,1,365,87,Entire home/apt,1
